Train Name,Train Number,Year,Month,Food Item,Region,Quantity Sold,Total Sale
Humsafar Express,22119,2021,2,Shikanji,Mumbai,74,5817.64
Sampark Kranti,12595,2022,11,Vada Pav,Kolkata,45,4023.46
Rajdhani Express,12001,2023,4,Tea,Bhubaneswar,58,8472.36
Rajdhani Express,12301,2021,11,Tea,Kolkata,91,646.11
Sampark Kranti,12917,2022,9,Samosa,Amritsar,57,8834.2
Tejas Express,12301,2023,5,Lemonade,Bangalore,52,6868.96
Garib Rath,12595,2023,3,Momo,Bhubaneswar,15,9220.15
Shatabdi Express,12909,2023,6,Tea,Bangalore,90,2577.38
Vande Bharat Express,82355,2022,3,Pakora,Raipur,77,6855.24
Humsafar Express,12001,2023,5,Samosa,Pune,23,7957.8
Sampark Kranti,12909,2022,3,Chai,Chennai,39,6924.36
Suvidha Express,12595,2023,6,Ice Cream,Kochi,93,2190.71
Humsafar Express,82355,2021,12,Chilled Water,Kochi,17,2818.84
Garib Rath,12917,2023,10,Chai,Shimla,63,5621.42
Suvidha Express,12595,2021,5,Lemonade,Bhopal,75,4466.4
Jan Shatabdi Express,22119,2021,9,Lemonade,Raipur,13,7242.16
Rajdhani Express,12201,2021,3,Momo,Chennai,83,3811.14
Jan Shatabdi Express,82355,2022,6,Pakora,Chennai,93,8439.25
Humsafar Express,12595,2021,8,Soup,Nagpur,69,4323.65
Garib Rath,12909,2023,7,Lassi,Bhubaneswar,62,551.51
Shatabdi Express,22119,2022,6,Bhajji,Ahmedabad,83,333.22
Humsafar Express,12051,2021,2,Bhajji,Nagpur,24,6391.48
Sampark Kranti,82355,2022,7,Samosa,Kolkata,10,5369.33
Duronto Express,22119,2022,8,Vada Pav,Mumbai,31,5390.42
Humsafar Express,12909,2022,1,Juice,Chennai,100,7770.53
Rajdhani Express,12595,2023,9,Bhajji,Kochi,24,3782.68
Rajdhani Express,12301,2021,4,Coffee,Pune,83,9748.03
Humsafar Express,12917,2022,8,Thukpa,Bangalore,93,9267.54
Suvidha Express,12301,2022,10,Tea,Mumbai,31,290.85
Duronto Express,12201,2022,7,Sugarcane Juice,Pune,59,8788.3
Sampark Kranti,22119,2021,10,Coffee,Shimla,57,6716.9
Humsafar Express,12201,2022,7,Hot Chocolate,Kochi,82,4999.09
Suvidha Express,12917,2022,2,Momo,Kochi,60,5775.48
Rajdhani Express,22119,2023,1,Kachori,Mumbai,26,8269.61
Rajdhani Express,22439,2021,4,Soup,Bangalore,92,9320.56
Garib Rath,12909,2023,12,Falooda,Amritsar,100,5559.73
Humsafar Express,22119,2021,2,Jhalmuri,Raipur,60,1911.15
Duronto Express,12909,2021,8,Chai,Raipur,46,6324.21
Tejas Express,12301,2021,10,Bhajji,Ahmedabad,58,899.75
Duronto Express,12001,2023,7,Jhalmuri,Bhopal,68,6279.79
Rajdhani Express,82355,2023,8,Samosa,Amritsar,19,7949.6
Rajdhani Express,12001,2023,11,Jalebi,Chennai,39,3567.17
Jan Shatabdi Express,12595,2023,6,Momo,Raipur,94,851.29
Rajdhani Express,82355,2022,1,Vada Pav,Nagpur,30,6829.3
Sampark Kranti,82355,2022,12,Aam Panna,Kolkata,43,3432.38
Vande Bharat Express,12051,2022,9,Tea,Nagpur,82,2563.83
Humsafar Express,82355,2021,6,Aam Panna,Kochi,59,6799.99
Duronto Express,12917,2022,12,Thukpa,Chennai,85,9499.11
Vande Bharat Express,12001,2021,10,Shikanji,Pune,56,7340.39
Suvidha Express,12301,2023,1,Coffee,Shimla,94,4895.71
Tejas Express,12909,2021,1,Momo,Bangalore,93,5946.46
Sampark Kranti,12595,2021,8,Chai,Bangalore,15,1535.63
Duronto Express,82355,2022,6,Lassi,Bangalore,59,7993.89
Vande Bharat Express,12595,2023,8,Thukpa,Kolkata,72,5982.89
Tejas Express,12301,2023,8,Bhajji,Kolkata,21,9462.95
Jan Shatabdi Express,12595,2022,11,Lemonade,Amritsar,50,9594.37
Sampark Kranti,12301,2023,8,Hot Chocolate,Shimla,40,3579.25
Sampark Kranti,82355,2023,10,Soup,Chennai,11,9681.61
Jan Shatabdi Express,12301,2023,7,Coffee,Raipur,25,9376.35
Humsafar Express,82355,2022,7,Jalebi,Ahmedabad,10,6324.96
Jan Shatabdi Express,12051,2023,10,Coffee,Kochi,13,3375.94
Sampark Kranti,12051,2021,4,Juice,Bangalore,56,7417.57
Sampark Kranti,12301,2021,9,Soup,Bangalore,74,2776.95
Vande Bharat Express,12051,2023,12,Thukpa,Bangalore,61,6228.82
Rajdhani Express,12909,2022,2,Coffee,Kolkata,56,402.7
Tejas Express,12909,2022,11,Ice Cream,Ahmedabad,86,6216.68
Jan Shatabdi Express,12051,2022,9,Coffee,Nagpur,59,9326.05
Tejas Express,12051,2023,10,Samosa,Ahmedabad,54,2429.52
Jan Shatabdi Express,22439,2023,3,Tea,Shimla,51,7656.66
Suvidha Express,22439,2021,2,Samosa,Pune,93,2990.51
Sampark Kranti,82355,2022,4,Juice,Kolkata,65,6979.69
Rajdhani Express,12301,2021,5,Bhutta,Nagpur,80,6903.86
Vande Bharat Express,12201,2021,2,Chai,Mumbai,66,1944.32
Rajdhani Express,12201,2022,1,Bhutta,Raipur,42,5913.9
Rajdhani Express,12051,2023,10,Aam Panna,Chennai,37,8436.25
Rajdhani Express,12595,2023,11,Falooda,Raipur,53,3848.26
Tejas Express,12051,2021,5,Lemonade,Shimla,65,7003.05
Jan Shatabdi Express,22439,2021,9,Aam Panna,Amritsar,53,6658
Shatabdi Express,82355,2021,12,Jhalmuri,Mumbai,93,2644.85
Suvidha Express,12051,2021,12,Coconut Water,Chennai,82,9008.74
Duronto Express,12001,2022,5,Jhalmuri,Bangalore,43,5590.32
Rajdhani Express,12595,2021,12,Shikanji,Mumbai,23,3586.05
Humsafar Express,12001,2021,11,Shikanji,Amritsar,77,1748.16
Tejas Express,82355,2023,10,Thukpa,Kolkata,38,4723.49
Vande Bharat Express,82355,2023,9,Vada Pav,Kochi,88,7193.99
Duronto Express,12909,2023,12,Ice Cream,Nagpur,26,6169.1
Shatabdi Express,22119,2022,10,Juice,Chandigarh,92,7164.53
Humsafar Express,12001,2022,6,Pakora,Guwahati,18,7787.39
Shatabdi Express,12909,2023,3,Aam Panna,Kochi,36,4411.09
Duronto Express,22439,2023,4,Jalebi,Shimla,58,5173.09
Rajdhani Express,12917,2021,4,Coffee,Pune,88,9661.16
Humsafar Express,12595,2021,1,Bhajji,Raipur,46,9484.33
Shatabdi Express,12917,2022,3,Kachori,Mumbai,37,4159.02
Vande Bharat Express,12301,2022,3,Coffee,Nagpur,59,6761.47
Jan Shatabdi Express,22439,2021,1,Pakora,Bhubaneswar,64,2741.84
Sampark Kranti,22439,2023,9,Pakora,Bhubaneswar,13,1635.91
Jan Shatabdi Express,12917,2021,11,Shikanji,Mumbai,94,7562.54
Duronto Express,12001,2022,1,Pakora,Mumbai,28,4364.65
Tejas Express,22119,2022,9,Samosa,Amritsar,46,1870.35
Sampark Kranti,12001,2021,1,Momo,Pune,13,7470.58
Suvidha Express,12917,2021,2,Shikanji,Bhopal,46,8975.31
Vande Bharat Express,12301,2021,2,Lemonade,Chandigarh,60,9149.57
Suvidha Express,12001,2022,6,Coffee,Bhopal,41,5906.26
Humsafar Express,12201,2023,7,Lemonade,Pune,54,4783
Sampark Kranti,12001,2021,11,Kachori,Bhopal,21,1531.66
Suvidha Express,82355,2022,1,Thukpa,Raipur,50,7797.3
Suvidha Express,12909,2022,3,Kachori,Ahmedabad,65,9265.55
Shatabdi Express,12595,2022,2,Vada Pav,Kolkata,89,8727.83
Jan Shatabdi Express,12001,2021,8,Coffee,Bhubaneswar,23,7402.58
Shatabdi Express,22119,2021,9,Lassi,Kolkata,63,210.06
Sampark Kranti,22119,2023,2,Ice Cream,Bhopal,72,4091
Sampark Kranti,12001,2022,2,Momo,Bangalore,74,4119.52
Duronto Express,12051,2021,10,Lemonade,Ahmedabad,67,8775.07
Shatabdi Express,22439,2022,9,Coffee,Amritsar,30,798.02
Garib Rath,12001,2022,4,Falooda,Mumbai,13,5279.51
Jan Shatabdi Express,22439,2023,5,Chilled Water,Chandigarh,82,1476.48
Sampark Kranti,12201,2021,11,Chilled Water,Bhopal,55,6541.18
Duronto Express,12917,2021,9,Samosa,Chandigarh,95,7792.16
Shatabdi Express,12201,2022,6,Sugarcane Juice,Amritsar,21,6345.44
Jan Shatabdi Express,12001,2022,10,Soup,Chennai,39,7814.58
Shatabdi Express,22119,2023,12,Coffee,Ahmedabad,69,6013.71
Suvidha Express,12051,2023,9,Momo,Chandigarh,80,1993.43
Duronto Express,12301,2023,9,Bhutta,Mumbai,90,3849.51
Jan Shatabdi Express,22439,2023,7,Shikanji,Shimla,74,9376.69
Rajdhani Express,12909,2023,12,Bhutta,Chennai,23,2939.99
Humsafar Express,22439,2023,10,Thukpa,Bangalore,53,771.18
Humsafar Express,82355,2022,9,Bhajji,Mumbai,35,3870.37
Jan Shatabdi Express,12595,2023,5,Lassi,Guwahati,100,3692.07
Shatabdi Express,12001,2022,5,Bhajji,Kolkata,25,4693.17
Duronto Express,12201,2022,12,Thukpa,Kochi,16,5559.44
Humsafar Express,12909,2021,8,Juice,Raipur,41,9718.93
Duronto Express,22119,2022,10,Shikanji,Nagpur,98,7445.42
Humsafar Express,22119,2022,4,Bhutta,Raipur,25,511.56
Suvidha Express,22119,2023,9,Hot Chocolate,Bhubaneswar,87,7026.49
Shatabdi Express,12301,2022,7,Coffee,Kochi,98,8099.95
Suvidha Express,82355,2023,7,Samosa,Raipur,71,8787.22
Humsafar Express,22119,2023,3,Soup,Bangalore,39,4247.47
Rajdhani Express,22119,2023,4,Kachori,Kolkata,80,3184.97
Rajdhani Express,12001,2021,7,Lemonade,Chandigarh,21,8245.24
Suvidha Express,82355,2023,11,Hot Chocolate,Ahmedabad,76,7651.23
Rajdhani Express,12051,2022,11,Coffee,Mumbai,100,5325.91
Humsafar Express,12051,2023,5,Lassi,Amritsar,55,1300.79
Jan Shatabdi Express,82355,2023,12,Thukpa,Kolkata,92,6439.79
Suvidha Express,12595,2023,3,Pakora,Kolkata,52,798.18
Tejas Express,12301,2021,1,Falooda,Bhubaneswar,64,1132.19
Shatabdi Express,12909,2022,7,Vada Pav,Bhopal,54,3353.56
Rajdhani Express,22439,2021,6,Thukpa,Nagpur,69,3738.93
Rajdhani Express,12001,2022,10,Juice,Mumbai,80,4612.94
Sampark Kranti,12917,2021,7,Kachori,Bhubaneswar,89,3430.6
Garib Rath,12051,2022,2,Bhutta,Kolkata,41,491.32
Suvidha Express,82355,2021,12,Juice,Bhopal,17,1681.33
Vande Bharat Express,12909,2023,4,Aam Panna,Chennai,86,1274.12
Rajdhani Express,82355,2021,2,Juice,Bangalore,71,4316.56
Shatabdi Express,22439,2021,8,Tea,Bangalore,84,2207.99
Tejas Express,12909,2023,7,Jalebi,Shimla,29,2991.68
Rajdhani Express,12051,2023,1,Hot Chocolate,Ahmedabad,27,4705.28
Tejas Express,22119,2022,2,Falooda,Shimla,15,2433.55
Humsafar Express,82355,2022,2,Coffee,Shimla,93,2533.34
Humsafar Express,12917,2022,4,Hot Chocolate,Ahmedabad,38,8185.74
Garib Rath,12051,2021,3,Sugarcane Juice,Kolkata,13,5441.84
Jan Shatabdi Express,12201,2022,1,Thukpa,Kolkata,80,8413.06
Vande Bharat Express,12917,2021,12,Vada Pav,Amritsar,52,5118.79
Sampark Kranti,12595,2021,2,Samosa,Mumbai,93,8918.46
Garib Rath,12301,2022,11,Vada Pav,Bhubaneswar,43,2618.17
Duronto Express,12051,2022,9,Shikanji,Nagpur,80,6102.01
Sampark Kranti,22119,2021,1,Pakora,Bhubaneswar,42,5010.08
Suvidha Express,12051,2023,9,Tea,Kolkata,24,9009.2
Shatabdi Express,22439,2023,7,Pakora,Shimla,95,4194.27
Duronto Express,12909,2021,2,Ice Cream,Bangalore,49,8394.43
Duronto Express,82355,2022,2,Juice,Chandigarh,98,5594.1
Garib Rath,12909,2021,5,Shikanji,Bhubaneswar,14,6986.36
Jan Shatabdi Express,12909,2021,5,Soup,Kolkata,87,8703.12
Garib Rath,12051,2022,4,Chilled Water,Bhopal,59,9762.08
Suvidha Express,22439,2023,12,Shikanji,Raipur,75,7203.87
Rajdhani Express,82355,2021,10,Thukpa,Bangalore,98,3193.6
Rajdhani Express,82355,2023,10,Coconut Water,Kolkata,63,3044.3
Jan Shatabdi Express,12909,2023,12,Juice,Kochi,89,3141.45
Suvidha Express,12595,2022,3,Hot Chocolate,Kochi,55,1108.52
Jan Shatabdi Express,12301,2021,4,Falooda,Kochi,89,682.01
Tejas Express,22439,2021,10,Coffee,Nagpur,20,5757.15
Rajdhani Express,12595,2023,4,Coffee,Guwahati,58,7968.63
Duronto Express,12001,2023,2,Samosa,Shimla,32,513.9
Vande Bharat Express,12001,2022,5,Pakora,Amritsar,64,5620.38
Shatabdi Express,12917,2023,5,Hot Chocolate,Bhopal,14,3744.57
Suvidha Express,12909,2022,5,Lemonade,Bhopal,73,8756.95
Sampark Kranti,82355,2021,11,Bhajji,Bangalore,44,1565.54
Jan Shatabdi Express,12051,2022,11,Tea,Shimla,78,5589.55
Shatabdi Express,82355,2023,10,Chilled Water,Shimla,63,9511.95
Sampark Kranti,82355,2021,1,Lemonade,Bhubaneswar,12,3487.29
Shatabdi Express,22119,2022,6,Jhalmuri,Chandigarh,15,7306.26
Vande Bharat Express,82355,2021,11,Coffee,Bangalore,96,8660.36
Sampark Kranti,12917,2022,2,Bhutta,Bhubaneswar,65,1958.5
Garib Rath,12595,2023,7,Lassi,Mumbai,11,9719.93
Humsafar Express,12001,2023,4,Kachori,Chennai,91,7957.06
Garib Rath,82355,2021,5,Coffee,Kochi,47,1490.24
Rajdhani Express,82355,2021,5,Coffee,Chandigarh,65,3158.59
Humsafar Express,22119,2021,5,Hot Chocolate,Chennai,14,6181.9
Garib Rath,22439,2022,2,Shikanji,Shimla,55,8684.1
Humsafar Express,12051,2023,5,Vada Pav,Chennai,20,2041.52
Humsafar Express,22439,2021,3,Tea,Shimla,74,7204.5
Duronto Express,12051,2021,4,Chai,Chennai,19,2771.28
Jan Shatabdi Express,12301,2021,2,Coconut Water,Nagpur,50,7918.84
Jan Shatabdi Express,82355,2022,4,Ice Cream,Kolkata,53,6744.74
Duronto Express,22119,2021,9,Vada Pav,Chennai,99,5199.49
Shatabdi Express,12201,2021,8,Bhutta,Kolkata,42,6421.55
Tejas Express,12909,2022,11,Ice Cream,Ahmedabad,100,8602.55
Shatabdi Express,12001,2022,12,Hot Chocolate,Kochi,65,3885.73
Sampark Kranti,12595,2021,3,Shikanji,Raipur,21,7570.71
Sampark Kranti,12001,2021,1,Falooda,Chennai,11,1695.67
Humsafar Express,12595,2022,1,Lemonade,Bhopal,10,6915.54
Garib Rath,12301,2023,6,Chilled Water,Kolkata,74,7391.74
Garib Rath,22439,2022,3,Coconut Water,Bhubaneswar,42,4430.28
Jan Shatabdi Express,12917,2023,4,Lassi,Bhopal,95,7805.31
Suvidha Express,82355,2021,1,Bhajji,Amritsar,85,5528.63
Shatabdi Express,12201,2021,8,Lassi,Bhopal,45,9178.45
Rajdhani Express,12595,2023,1,Jalebi,Guwahati,30,1248.66
Vande Bharat Express,12909,2022,5,Soup,Chennai,93,1425.34
Garib Rath,12595,2021,6,Lemonade,Ahmedabad,45,8275.1
Vande Bharat Express,12917,2023,2,Sugarcane Juice,Chandigarh,35,8274.46
Humsafar Express,12001,2022,7,Coconut Water,Bhubaneswar,56,4701.99
Vande Bharat Express,22119,2023,7,Sugarcane Juice,Pune,10,9444.97
Rajdhani Express,12001,2022,1,Chilled Water,Bhopal,47,6705.73
Duronto Express,12301,2022,4,Shikanji,Kochi,23,9626.81
Rajdhani Express,22119,2022,12,Coconut Water,Mumbai,99,5290.8
Vande Bharat Express,12001,2022,4,Shikanji,Amritsar,55,2106.77
Rajdhani Express,12909,2023,5,Samosa,Bhopal,51,4443.71
Tejas Express,12001,2023,1,Juice,Pune,16,9604.03
Humsafar Express,12909,2023,1,Chilled Water,Raipur,64,3731.6
Shatabdi Express,12909,2023,7,Momo,Kochi,65,9378.11
Duronto Express,22119,2023,9,Soup,Raipur,85,7838.03
Garib Rath,22439,2022,1,Chilled Water,Raipur,72,4421.7
Sampark Kranti,12051,2021,2,Lemonade,Pune,33,5382.01
Shatabdi Express,82355,2021,6,Vada Pav,Bangalore,92,6013.15
Sampark Kranti,12595,2023,6,Juice,Kochi,82,6574.6
Humsafar Express,12051,2023,2,Samosa,Shimla,13,904.37
Duronto Express,12917,2021,9,Aam Panna,Nagpur,51,9152.59
Jan Shatabdi Express,22439,2022,4,Tea,Amritsar,79,5912.67
Garib Rath,12051,2023,7,Lemonade,Amritsar,37,9129.12
Tejas Express,22119,2022,6,Momo,Amritsar,49,6248.6
Jan Shatabdi Express,12917,2021,11,Chai,Chandigarh,60,4314.94
Humsafar Express,12201,2021,11,Bhajji,Bangalore,38,5623.2
Shatabdi Express,22439,2023,3,Hot Chocolate,Raipur,51,8150.7
Tejas Express,12051,2022,8,Aam Panna,Amritsar,78,3305.3
Rajdhani Express,12917,2023,7,Momo,Raipur,14,9372.75
Vande Bharat Express,12201,2021,9,Hot Chocolate,Guwahati,50,4651.26
Tejas Express,12001,2022,3,Jhalmuri,Kochi,70,9370.61
Humsafar Express,12917,2023,1,Jalebi,Kochi,64,8644.05
Suvidha Express,22119,2023,2,Juice,Raipur,37,7555.43
Vande Bharat Express,12001,2023,12,Vada Pav,Kolkata,50,4665.53
Sampark Kranti,22119,2021,11,Jhalmuri,Pune,18,5815.88
Garib Rath,12051,2023,12,Juice,Bhubaneswar,38,8232.77
Sampark Kranti,82355,2022,1,Falooda,Shimla,87,5403.04
Tejas Express,12051,2023,11,Vada Pav,Ahmedabad,47,7271.73
Sampark Kranti,12001,2021,5,Shikanji,Chandigarh,71,7776.79
Humsafar Express,12909,2023,10,Kachori,Shimla,63,5105.02
Rajdhani Express,12051,2021,2,Samosa,Nagpur,61,5327.88
Shatabdi Express,12001,2021,3,Thukpa,Amritsar,43,2070.39
Garib Rath,12917,2022,8,Samosa,Bhopal,46,2521.89
Sampark Kranti,12301,2022,10,Aam Panna,Nagpur,58,8876.86
Sampark Kranti,12051,2023,5,Falooda,Guwahati,51,8254.91
Tejas Express,12917,2021,4,Kachori,Chennai,23,263.52
Shatabdi Express,22119,2021,5,Juice,Amritsar,91,8534.61
Jan Shatabdi Express,22439,2022,10,Chai,Chennai,42,408.99
Sampark Kranti,82355,2022,6,Ice Cream,Nagpur,96,4577.39
Humsafar Express,22119,2023,12,Falooda,Guwahati,26,815.17
Suvidha Express,22119,2021,7,Aam Panna,Bhopal,84,9491.76
Garib Rath,12001,2022,9,Aam Panna,Bangalore,41,9525.41
Sampark Kranti,12909,2023,1,Bhajji,Pune,88,6046.19
Humsafar Express,12595,2021,4,Bhutta,Ahmedabad,77,3941.36
Humsafar Express,12301,2021,12,Bhutta,Ahmedabad,48,5094.41
Garib Rath,12909,2022,12,Tea,Nagpur,19,7503.81
Jan Shatabdi Express,12001,2023,9,Lassi,Shimla,96,2314.49
Humsafar Express,82355,2022,5,Tea,Ahmedabad,33,4418
Suvidha Express,12301,2023,8,Jhalmuri,Shimla,67,7262.87
Humsafar Express,12301,2021,12,Bhutta,Amritsar,78,3972.04
Humsafar Express,12001,2023,1,Samosa,Nagpur,73,474.07
Humsafar Express,12201,2023,4,Thukpa,Chennai,28,5050.15
Rajdhani Express,22119,2023,12,Shikanji,Kochi,17,7264.24
Rajdhani Express,22439,2023,12,Ice Cream,Bangalore,80,9568.7
Jan Shatabdi Express,12201,2023,9,Kachori,Amritsar,49,522.68
Sampark Kranti,12001,2022,1,Sugarcane Juice,Ahmedabad,22,5363.24
Humsafar Express,12201,2023,1,Falooda,Raipur,36,4497.09
Shatabdi Express,22439,2023,4,Bhutta,Mumbai,91,2499.84
Sampark Kranti,12001,2021,3,Juice,Chennai,97,6305.04
Jan Shatabdi Express,12001,2023,7,Hot Chocolate,Guwahati,11,1741.07
Duronto Express,12301,2021,11,Hot Chocolate,Mumbai,25,2898.5
Sampark Kranti,12201,2022,3,Coffee,Bhubaneswar,23,7691.1
Sampark Kranti,12917,2022,1,Soup,Kolkata,26,4597.9
Vande Bharat Express,12051,2023,12,Vada Pav,Ahmedabad,69,9730.94
Tejas Express,12001,2022,11,Coffee,Nagpur,79,3886.07
Vande Bharat Express,12201,2023,10,Soup,Shimla,26,4625.33
Suvidha Express,12595,2022,2,Ice Cream,Raipur,54,3056.3
Rajdhani Express,82355,2023,10,Ice Cream,Ahmedabad,47,2440.59
Rajdhani Express,12595,2023,4,Falooda,Bhopal,73,9043.76
Tejas Express,12201,2021,1,Soup,Bhopal,15,7374.12
Garib Rath,22119,2021,1,Pakora,Chandigarh,69,3375.34
Garib Rath,22119,2021,12,Bhutta,Amritsar,58,6905.63
Jan Shatabdi Express,12201,2021,8,Hot Chocolate,Bangalore,30,9462.5
Tejas Express,12301,2023,7,Jhalmuri,Bhopal,32,878.85
Sampark Kranti,12301,2022,8,Aam Panna,Pune,85,2712.14
Garib Rath,12001,2023,4,Tea,Kochi,66,2096.8
Humsafar Express,22439,2021,6,Momo,Nagpur,73,8538.42
Shatabdi Express,12051,2021,3,Thukpa,Amritsar,38,1890.93
Sampark Kranti,12001,2022,11,Ice Cream,Ahmedabad,36,3131.55
Suvidha Express,12595,2021,8,Thukpa,Amritsar,15,5401.16
Humsafar Express,12051,2023,4,Falooda,Bangalore,30,6144.6
Humsafar Express,12595,2023,3,Falooda,Bangalore,80,7945.48
Tejas Express,12301,2023,4,Chai,Kolkata,50,4086.88
Jan Shatabdi Express,12201,2023,6,Momo,Pune,89,5308.6
Suvidha Express,22439,2023,11,Kachori,Pune,14,9459.41
Garib Rath,12595,2022,7,Ice Cream,Shimla,24,3028.42
Tejas Express,12301,2023,7,Jalebi,Mumbai,30,2554.18
Garib Rath,22439,2021,12,Coconut Water,Shimla,67,7006.15
Tejas Express,12001,2021,4,Soup,Chandigarh,13,7588.87
Tejas Express,12201,2021,8,Lemonade,Ahmedabad,78,4158.65
Tejas Express,82355,2021,7,Kachori,Chandigarh,16,2216.17
Jan Shatabdi Express,22119,2022,2,Bhajji,Amritsar,44,7663.82
Tejas Express,12909,2021,8,Chai,Bangalore,45,6620.1
Duronto Express,22439,2022,9,Samosa,Shimla,24,8600.46
Shatabdi Express,82355,2021,5,Chilled Water,Bhopal,11,8293.38
Garib Rath,82355,2022,4,Bhajji,Chennai,66,2141.24
Sampark Kranti,22439,2022,4,Samosa,Bhubaneswar,14,8177.99
Vande Bharat Express,82355,2022,4,Lassi,Amritsar,80,1852.26
Suvidha Express,12595,2021,6,Momo,Chandigarh,95,8479.9
Rajdhani Express,82355,2022,11,Bhutta,Kochi,41,7581.02
Jan Shatabdi Express,12301,2023,4,Kachori,Chennai,81,5651.44
Sampark Kranti,12051,2023,7,Pakora,Nagpur,50,6347.96
Humsafar Express,12595,2021,7,Chai,Shimla,51,1167.92
Duronto Express,82355,2023,5,Lassi,Chennai,84,550.01
Rajdhani Express,12001,2023,5,Momo,Kochi,74,3348.81
Vande Bharat Express,22119,2023,10,Ice Cream,Amritsar,49,8072.75
Sampark Kranti,12201,2021,8,Coffee,Shimla,92,4649.63
Rajdhani Express,82355,2021,7,Kachori,Mumbai,47,2316.42
Sampark Kranti,12917,2023,7,Coffee,Amritsar,51,8199.26
Duronto Express,22119,2021,6,Vada Pav,Pune,46,2366.8
Vande Bharat Express,12001,2022,7,Tea,Shimla,65,8015.84
Humsafar Express,12301,2023,7,Aam Panna,Ahmedabad,80,4526.36
Tejas Express,82355,2021,10,Jhalmuri,Raipur,64,4627.58
Garib Rath,12301,2021,2,Soup,Chandigarh,98,2791.22
Humsafar Express,82355,2023,10,Jhalmuri,Shimla,63,8830.96
Tejas Express,12909,2021,2,Coconut Water,Bhopal,31,1020.71
Jan Shatabdi Express,12051,2023,10,Falooda,Mumbai,36,1556.1
Shatabdi Express,12301,2021,7,Jhalmuri,Kochi,56,6286.97
Suvidha Express,12051,2022,10,Chilled Water,Mumbai,47,8349.1
Suvidha Express,22119,2023,7,Juice,Chandigarh,48,1084.87
Garib Rath,12909,2022,7,Jhalmuri,Mumbai,24,7229.02
Vande Bharat Express,12201,2023,5,Pakora,Nagpur,75,7313.33
Duronto Express,12595,2021,1,Jhalmuri,Kolkata,70,5763.69
Vande Bharat Express,12051,2022,2,Pakora,Chandigarh,69,4851.22
Duronto Express,12909,2021,9,Shikanji,Amritsar,17,3256.8
Vande Bharat Express,12051,2023,8,Pakora,Pune,53,3549.17
Shatabdi Express,22439,2023,8,Chilled Water,Pune,52,6658.03
Jan Shatabdi Express,12001,2023,10,Jalebi,Bhubaneswar,15,794.52
Jan Shatabdi Express,12201,2023,1,Samosa,Pune,93,5796.54
Tejas Express,12001,2023,6,Pakora,Ahmedabad,36,2849.09
Rajdhani Express,82355,2022,9,Jalebi,Amritsar,54,4657.53
Jan Shatabdi Express,12051,2023,8,Shikanji,Chennai,32,5546.69
Jan Shatabdi Express,82355,2021,3,Shikanji,Chandigarh,90,8691.24
Humsafar Express,12917,2022,4,Lemonade,Kochi,22,5740.13
Humsafar Express,12051,2021,3,Hot Chocolate,Pune,77,2352.67
Tejas Express,12909,2023,6,Hot Chocolate,Pune,93,930.94
Rajdhani Express,12201,2021,9,Vada Pav,Mumbai,73,6201.33
Garib Rath,82355,2022,8,Coconut Water,Chandigarh,34,5412.6
Humsafar Express,12051,2022,10,Coconut Water,Raipur,95,6632.66
Garib Rath,12917,2022,4,Bhajji,Mumbai,61,4588.13
Sampark Kranti,12001,2021,2,Momo,Bhopal,57,8108.56
Humsafar Express,12909,2022,8,Vada Pav,Shimla,70,9023.53
Shatabdi Express,22439,2021,8,Shikanji,Guwahati,26,551.15
Rajdhani Express,12051,2023,12,Lemonade,Amritsar,49,7328.49
Tejas Express,22439,2023,11,Jalebi,Ahmedabad,84,504.53
Sampark Kranti,22119,2021,6,Jhalmuri,Pune,98,4450.48
Rajdhani Express,12201,2022,8,Pakora,Bangalore,78,4609.37
Shatabdi Express,12051,2021,9,Hot Chocolate,Guwahati,94,6867.73
Rajdhani Express,12301,2021,1,Chai,Chandigarh,35,3558.24
Shatabdi Express,12917,2021,9,Lassi,Shimla,89,8067.9
Shatabdi Express,82355,2023,2,Kachori,Kochi,65,3466.41
Garib Rath,12301,2021,1,Falooda,Kolkata,49,3463.08
Vande Bharat Express,22119,2023,8,Coconut Water,Ahmedabad,94,2310.33
Sampark Kranti,12201,2021,8,Hot Chocolate,Raipur,77,6748.85
Rajdhani Express,12001,2023,11,Chilled Water,Shimla,17,903.29
Duronto Express,12909,2021,4,Hot Chocolate,Bangalore,82,3660.77
Sampark Kranti,22439,2021,8,Coffee,Bhopal,54,2735.11
Vande Bharat Express,22119,2022,7,Juice,Shimla,26,2373.61
Sampark Kranti,82355,2022,2,Tea,Pune,50,753.09
Jan Shatabdi Express,12909,2021,5,Thukpa,Kolkata,86,1998.67
Duronto Express,12001,2021,10,Aam Panna,Chennai,18,4461.53
Vande Bharat Express,82355,2021,4,Momo,Mumbai,79,5014.98
Garib Rath,12917,2021,3,Jalebi,Raipur,100,2760.27
Rajdhani Express,22439,2022,1,Jalebi,Guwahati,33,6425.18
Suvidha Express,12301,2023,5,Juice,Kolkata,82,3398.35
Vande Bharat Express,12051,2021,10,Lemonade,Mumbai,20,3701.11
Tejas Express,22119,2022,8,Jhalmuri,Bangalore,44,7699.45
Rajdhani Express,12051,2021,12,Shikanji,Raipur,38,5479.19
Vande Bharat Express,12909,2021,9,Vada Pav,Shimla,17,9341.13
Jan Shatabdi Express,12051,2023,7,Aam Panna,Bhopal,26,3624.63
